name,phone,email,remark,address,Product Name,Lead Interest,Lead Status,Lead Reference,State,Created By,Assigned To,usercode,createdon,isdeleted
Mrs. Sai Gokhale,7195812915,sai.gokhale459@example.com,Information given price pitched 18 000. Client said he will call back.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Tamil Nadu,Pravin Vhatkar,Suraj Darade,,9/13/2025,0
Mrs. Ekalinga Menon,0857151769,ekalinga.menon318@example.com,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Gujarat,Pravin Vhatkar,Pravin Vhatkar,,9/21/2025,0
Mrs. Desai,1772614669,wriddhish.desai134@mailserver.org,Information given price pitched 28 000. Client said he will call on next week.,,SDR,Medium,Open,Referral,Punjab,Sonal Athawale,Pravin Vhatkar,,9/18/2025,0
Mrs. Jai Ranganathan,+910871276,jai.ranganathan528@business.in,Information given price pitched 28k. Client said he will call back.,,CDR Analysis Software,High,Open,Referral,Delhi & NCR,Suraj Darade,Sonal Athawale,,10/7/2025,0
Mr. Upma Dua,+910318582,upma.dua665@business.in,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,CDR Analysis Software,Medium,Open,Referral,Gujarat,Sonal Athawale,Sonal Athawale,,9/29/2025,0
Mrs. Vedhika Bedi,0911246302,vedhika.bedi80@mailserver.org,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,CDR Analysis Software,Medium,Open,Website,Karnataka ,Pravin Vhatkar,Pravin Vhatkar,,9/15/2025,0
Ms. Oni Parekh,9089384318,oni.parekh320@mailserver.org,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Website,Karnataka ,Pravin Vhatkar,Pravin Vhatkar,,9/21/2025,0
Mr. Jalsa Ramesh,0786395653,jalsa.ramesh247@business.in,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,SDR,High,Open,Website,Goa,Sonal Athawale,Suraj Darade,,10/8/2025,0
Ms. Gaurav Jhaveri,+910079180,gaurav.jhaveri139@example.com,Information given price pitched 28 000. Client said he will let us know.,,SDR,High,Open,Website,Maharashtra ,Pravin Vhatkar,Suraj Darade,,9/26/2025,0
Mr. Samaksh Borra,+915699131,samaksh.borra347@example.com,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Punjab,Sonal Athawale,Sonal Athawale,,9/26/2025,0
Mr. Damyanti Golla,+910023100,damyanti.golla981@example.com,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,CDR Analysis Software,Medium,Open,Webinar,Punjab,Pravin Vhatkar,Sonal Athawale,,10/3/2025,0
Mr. Azad Reddy,+912207437,azad.reddy95@mailserver.org,Information given price pitched 28k. Client said he will let us know.,,Cell Track,High,Open,Marketing,Bihar & Jharkhand,Sonal Athawale,Sonal Athawale,,10/9/2025,0
Ms. Irya Sani,5546312198,irya.sani558@example.com,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Referral,Karnataka ,Pravin Vhatkar,Sonal Athawale,,9/11/2025,0
Mrs. Balvan Mann,+915493384,balvan.mann640@example.com,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Bihar & Jharkhand,Suraj Darade,Suraj Darade,,9/9/2025,0
Mrs. Aarna Garg,0998830982,aarna.garg593@example.com,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Karnataka ,Pravin Vhatkar,Pravin Vhatkar,,9/12/2025,0
Mr. Aradhana Dewan,0647683928,aradhana.dewan264@example.com,Information given price pitched 33k. Client said he will call on next week.,,Cell Track,High,Open,Referral,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/29/2025,0
Mr. Jatin Mukherjee,0454706186,jatin.mukherjee987@example.com,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,SDR,Medium,Open,Webinar,Delhi & NCR,Sonal Athawale,Sonal Athawale,,9/15/2025,0
Mr. Girish Karan,3859416199,girish.karan703@business.in,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,Cell Track,High,Open,Website,Maharashtra ,Sonal Athawale,Suraj Darade,,9/28/2025,0
Mrs. Vamakshi Natt,3818132069,vamakshi.natt521@mailserver.org,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Marketing,Delhi & NCR,Sonal Athawale,Sonal Athawale,,9/13/2025,0
Mr. Mishra,0756755296,harini.mishra185@mailserver.org,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Goa,Sonal Athawale,Sonal Athawale,,9/13/2025,0
Mrs. Vrinda Mani,+919812857,vrinda.mani52@mailserver.org,Information given price pitched 18 000. Client said he will call on next week.,,Cell Track,Medium,Open,Marketing,Delhi & NCR,Sonal Athawale,Sonal Athawale,,9/18/2025,0
Mrs. Rajeshri Mammen,0947822386,rajeshri.mammen177@mailserver.org,Information given price pitched 28 000. Client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,10/6/2025,0
Mrs. Mohan,0048527259,joshua.mohan991@business.in,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,SDR",High,Open,Marketing,Goa,Suraj Darade,Suraj Darade,,10/4/2025,0
Ms. Omkaar Tandon,8113643143,omkaar.tandon16@example.com,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,SDR,Medium,Open,Marketing,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,9/18/2025,0
Mr. Finn Seshadri,+918576900,finn.seshadri81@example.com,Information given price pitched 33k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,10/7/2025,0
Mr. William Chokshi,0697843390,william.chokshi62@business.in,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,Medium,Open,Website,Goa,Suraj Darade,Pravin Vhatkar,,9/17/2025,0
Mrs. Gill,0519332642,rajeshri.gill603@mailserver.org,Information given. Price pitched 33 000. The client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Maharashtra ,Pravin Vhatkar,Suraj Darade,,10/6/2025,0
Mr. Udyati Solanki,0477197399,udyati.solanki636@business.in,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,CDR Analysis Software,High,Open,Marketing,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/18/2025,0
Ms. Mand,0279707344,pahal.mand499@mailserver.org,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,Cell Track,Medium,Open,Referral,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,9/14/2025,0
Mrs. Guneet Sankar,0287933318,guneet.sankar892@mailserver.org,Information given price pitched 28 000. Client said he will call back.,,"CDR Analysis Software,Cell Track",High,Open,Website,Gujarat,Sonal Athawale,Sonal Athawale,,10/3/2025,0
Mr. Girik Sangha,+910111577,girik.sangha329@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Bihar & Jharkhand,Suraj Darade,Sonal Athawale,,9/13/2025,0
Ms. Qadim Lala,6891232123,qadim.lala63@business.in,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,SDR,High,Open,Website,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,10/2/2025,0
Mrs. Rushil Patla,+911705519,rushil.patla489@mailserver.org,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Marketing,Maharashtra ,Sonal Athawale,Suraj Darade,,10/2/2025,0
Mr. Leela Kaur,+910740068,leela.kaur234@business.in,Information given price pitched 28 000. Client said he will call back.,,CDR Analysis Software,High,Open,Webinar,Gujarat,Suraj Darade,Suraj Darade,,9/30/2025,0
Mr. Victor Swamy,4769079091,victor.swamy134@business.in,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Website,Goa,Pravin Vhatkar,Sonal Athawale,,9/30/2025,0
Mr. Chandani Barman,0554159932,chandani.barman981@mailserver.org,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Marketing,Maharashtra ,Pravin Vhatkar,Sonal Athawale,,10/8/2025,0
Mrs. Baljiwan Datta,4606118234,baljiwan.datta943@mailserver.org,Information given price pitched 33 000. Client said he will call back.,,Cell Track,High,Open,Webinar,Maharashtra ,Suraj Darade,Sonal Athawale,,9/11/2025,0
Mr. Ekiya Sandhu,8822738652,ekiya.sandhu9@example.com,Information given. Price pitched 28k. The client said he will let us know.,,CDR Analysis Software,High,Open,Referral,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,9/27/2025,0
Mr. Viraj Sandhu,+911639629,viraj.sandhu380@mailserver.org,Information given price pitched 18k. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",High,Open,Website,Gujarat,Pravin Vhatkar,Pravin Vhatkar,,9/19/2025,0
Mrs. Fariq Dutt,0213093165,fariq.dutt470@example.com,Information given price pitched 28k. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Referral,Goa,Suraj Darade,Suraj Darade,,9/22/2025,0
Mrs. Samarth Pathak,+911837226,samarth.pathak174@example.com,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,Cell Track,High,Open,Webinar,Goa,Suraj Darade,Suraj Darade,,10/5/2025,0
Mrs. Lakshit Goel,0982841630,lakshit.goel23@mailserver.org,Information given price pitched 33 000. Client said he will call back.,,"CDR Analysis Software,SDR",High,Open,Website,Bihar & Jharkhand,Sonal Athawale,Suraj Darade,,10/3/2025,0
Ms. Sani,2085509935,udarsh.sani989@example.com,Information given. Price told Rs.28k. Client said that i will call you back after some time.,,Cell Track,High,Open,Website,Punjab,Suraj Darade,Sonal Athawale,,9/21/2025,0
Ms. Morar,+914796234,rayaan.morar610@mailserver.org,Information given. Price told Rs.33 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Punjab,Sonal Athawale,Sonal Athawale,,10/1/2025,0
Ms. Qasim Sule,3225983718,qasim.sule698@business.in,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,CDR Analysis Software,High,Open,Marketing,Maharashtra ,Pravin Vhatkar,Pravin Vhatkar,,10/5/2025,0
Mr. Chakrika Rajan,8543503866,chakrika.rajan133@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/26/2025,0
Mrs. Onkar Dani,0319748983,onkar.dani189@example.com,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,Cell Track,High,Open,Referral,Delhi & NCR,Sonal Athawale,Pravin Vhatkar,,9/10/2025,0
Mr. Dayita Devan,9151806140,dayita.devan201@business.in,Information given. Price told Rs.33 000. Client said that send me quotation for the same.,,SDR,Medium,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Sonal Athawale,,9/29/2025,0
Ms. Yashvi Chanda,5393513139,yashvi.chanda966@mailserver.org,Information given. Price told Rs. 28k. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Goa,Pravin Vhatkar,Sonal Athawale,,9/9/2025,0
Ms. Finn Mistry,+911111266,finn.mistry851@example.com,Information given. Price told Rs. 18 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Website,Maharashtra ,Suraj Darade,Suraj Darade,,9/21/2025,0
Mrs. Hitesh Das,+914463106,hitesh.das975@example.com,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,"CDR Analysis Software,Cell Track",High,Open,Website,Tamil Nadu,Sonal Athawale,Pravin Vhatkar,,9/15/2025,0
Mr. Sankaran,1250390543,eesha.sankaran399@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,SDR,High,Open,Website,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/30/2025,0
Mrs. Panchal,+910885761,praneel.panchal685@mailserver.org,Information given. Price pitched 28 000. The client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Website,Punjab,Sonal Athawale,Sonal Athawale,,9/15/2025,0
Mrs. Liam Bal,3152862051,liam.bal361@mailserver.org,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Referral,Goa,Pravin Vhatkar,Pravin Vhatkar,,9/26/2025,0
Ms. Gavin Morar,9753890009,gavin.morar24@business.in,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Website,Bihar & Jharkhand,Sonal Athawale,Sonal Athawale,,9/18/2025,0
Ms. Anthony Tripathi,+914968357,anthony.tripathi740@example.com,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,Cell Track,Medium,Open,Marketing,Karnataka ,Pravin Vhatkar,Sonal Athawale,,9/27/2025,0
Mrs. Vansha Kari,9342555187,vansha.kari815@example.com,Information given price pitched 28k. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",High,Open,Website,Bihar & Jharkhand,Suraj Darade,Suraj Darade,,9/16/2025,0
Mrs. Aarna Bumb,6254326929,aarna.bumb503@mailserver.org,Information given price pitched 33 000. Client said he will let us know.,,CDR Analysis Software,High,Open,Referral,Tamil Nadu,Suraj Darade,Sonal Athawale,,9/19/2025,0
Mrs. Tamanna Bath,1258926541,tamanna.bath590@example.com,Information given price pitched 28 000. Client said he will let us know.,,Cell Track,Medium,Open,Website,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,9/11/2025,0
Ms. Bimala Kulkarni,0714764282,bimala.kulkarni783@mailserver.org,Information given price pitched 28k. Client said he will let us know.,,Cell Track,High,Open,Webinar,Punjab,Suraj Darade,Pravin Vhatkar,,9/11/2025,0
Mr. Upasna Nadig,0353103770,upasna.nadig34@business.in,Information given price pitched 33k. Client said he will let us know.,,CDR Analysis Software,Medium,Open,Webinar,Delhi & NCR,Sonal Athawale,Suraj Darade,,9/25/2025,0
Mr. Bimala Prakash,9864185183,bimala.prakash631@business.in,Information given price pitched 18k. Client said he will call back.,,CDR Analysis Software,High,Open,Referral,Tamil Nadu,Pravin Vhatkar,Suraj Darade,,9/25/2025,0
Ms. Jeremiah Bahri,3165579853,jeremiah.bahri563@example.com,Information given price pitched 18k. Client said he will let us know.,,SDR,High,Open,Webinar,Karnataka ,Pravin Vhatkar,Suraj Darade,,10/2/2025,0
Mr. Champak Bail,0436339583,champak.bail940@example.com,Information given. Price told Rs.18 000. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Karnataka ,Suraj Darade,Pravin Vhatkar,,10/9/2025,0
Mr. Mallick,2499240756,frado.mallick524@business.in,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,CDR Analysis Software,High,Open,Website,Delhi & NCR,Sonal Athawale,Sonal Athawale,,9/28/2025,0
Mr. Maya Chakrabarti,6750345767,maya.chakrabarti641@business.in,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Referral,Delhi & NCR,Sonal Athawale,Sonal Athawale,,9/27/2025,0
Ms. Tanish Suresh,2554153530,tanish.suresh274@business.in,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,Cell Track,High,Open,Marketing,Uttar Pradesh,Sonal Athawale,Pravin Vhatkar,,9/23/2025,0
Mrs. Timothy Sane,3280832646,timothy.sane724@example.com,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,SDR,Medium,Open,Website,Bihar & Jharkhand,Pravin Vhatkar,Sonal Athawale,,10/6/2025,0
Mrs. Indira Bhakta,1442138476,indira.bhakta890@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Website,Gujarat,Suraj Darade,Sonal Athawale,,10/5/2025,0
Ms. Baghyawati Bora,0146677506,baghyawati.bora611@example.com,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,SDR,High,Open,Referral,Goa,Sonal Athawale,Suraj Darade,,9/27/2025,0
Ms. Ayushman Shroff,0507430034,ayushman.shroff854@mailserver.org,Information given. Price pitched 33k. The client said he will let us know.,,CDR Analysis Software,High,Open,Marketing,Karnataka ,Suraj Darade,Sonal Athawale,,9/25/2025,0
Mr. Maya Basu,0187894779,maya.basu511@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,Cell Track,Medium,Open,Marketing,Gujarat,Sonal Athawale,Suraj Darade,,9/19/2025,0
